Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,16,Nvidia GeForce GTX 950M,2.3,95850.72,0,0,1,0,3840,2160,1,1,0,,2.0,,512.0,2.7,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,6,Intel HD Graphics 620,2.04,30849.12,0,0,0,0,1366,768,1,0,0,,1.0,,,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.99,93186.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.19,69210.72,1,1,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.2,63669.6,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6,AMD Radeon 530,2.2,29250.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.6,AMD,AMD,windows
Fujitsu,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.3,34578.72,0,0,0,0,1366,768,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.75,48751.2,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,2.25,31914.72,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,AMD,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.04,42943.68,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.5,63349.92,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.36,39906.72,0,0,0,0,1366,768,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620 ,1.6,59620.32,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.5,Intel,Intel,windows
HP,Netbook,12.5,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.97,101658.24,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.2,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon 520,2.1,26586.72,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.0,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.9,14418.6336,0,0,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,freedos/other
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,2.3,71874.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Dell,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.68,47365.92,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.4,61272.0,0,0,0,0,3200,1800,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.11,71874.72,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.4,20246.4,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,95850.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.48,111301.92,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Acer,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.7,67132.8,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.34,63349.92,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.18,29144.16,0,0,0,0,1366,768,0,1,0,,,,128.0,2.4,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.64,41505.12,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.2,63669.6,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.3,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 6300U 2.4GHz,4,Intel HD Graphics 520,1.48,58607.46719999999,0,0,0,0,1366,768,0,1,0,,,,256.0,2.4,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.95,64202.4,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8,Intel HD Graphics 520,1.43,77202.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,1.64,55904.5728,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.64,36443.52,0,0,0,0,1366,768,1,0,0,,,500.0,,2.4,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.65,50562.72,1,0,0,0,1920,1080,0,0,0,,,,,2.5,Intel,Nvidia,windows
HP,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.26,81997.92,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.48,84715.2,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.54,100550.5488,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.49,42624.0,0,0,0,0,1366,768,1,0,0,,,500.0,,2.4,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.5,64468.8,0,0,0,0,1366,768,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.04,41025.0672,0,0,0,0,1366,768,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro 3000M,2.4,158135.04,0,1,0,0,3840,2160,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.47,79387.2,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.43,118761.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,2 in 1 Convertible,15.6,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.08,42410.3472,1,1,1,0,1920,1080,1,0,0,,1.0,,,2.3,Intel,Intel,windows
Toshiba,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.2,84715.2,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.11,61218.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,1.64,63159.7104,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,2.09,55754.3232,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.4,Intel,Intel,windows
HP,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.26,83063.52,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.31,63349.92,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.95,56476.8,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.29,86526.72,0,0,1,0,3200,1800,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,2.63,57542.4,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.64,51841.44,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,AMD A9-Series 9420 3GHz,6,AMD Radeon R5,2.1,21791.52,0,0,0,0,1366,768,1,0,0,,1.0,,,3.0,AMD,AMD,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.7,63499.10399999999,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.95,63669.6,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.84,65480.5872,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.26,71874.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.04,39533.76,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Toshiba,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8,Intel HD Graphics 520,1.47,91908.0,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,2.09,56633.976,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.64,53839.9728,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 6500U 2.5GHz,4,Intel HD Graphics 520,1.8,45128.16,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Vero,Notebook,14.0,Intel Atom X5-Z8350 1.44GHz,2,Intel HD Graphics 400,1.45,11231.424,0,0,0,0,1366,768,0,0,1,32.0,,,,1.44,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,2.4,75924.0,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,2.3,55922.688,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.54,53280.0,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.84,112065.9552,1,0,0,0,1920,1080,1,1,0,,,500.0,256.0,2.4,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.43,78268.31999999999,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,3.78,82351.6992,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.7,Intel,Nvidia,windows
Lenovo,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,4.6,122010.66719999998,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Asus,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.2,15339.311999999998,0,0,0,0,1366,768,0,0,1,16.0,,,,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,14.0,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,1.1,139593.6,0,1,0,0,2560,1440,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.91,52161.12,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Dell,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.7GHz,8,Intel HD Graphics 620,2.3,58288.32,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.04,52161.12,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.2,120093.12,0,0,1,0,3200,1800,0,1,0,,,,,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.31,37570.392,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.96,26586.72,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,freedos/other
Acer,Notebook,15.6,AMD A8-Series 7410 2.2GHz,8,AMD Radeon R5,2.4,23922.72,0,0,0,0,1366,768,1,0,0,,1.0,,,2.2,AMD,AMD,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,1.6,69210.72,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,2.94,96916.32,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.6,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.04,57009.6,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 965M,4.0,53173.44,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.6,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics,2.25,29783.52,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.32,52746.6672,1,0,0,0,1920,1080,1,0,0,,2.0,,,2.7,Intel,AMD,windows
MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,1.8,102777.12,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.6,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.29,77682.23999999999,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,64,Nvidia GeForce GTX 980 ,3.58,211788.0,1,1,0,0,1920,1080,0,1,0,,,,,2.7,Intel,Nvidia,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.62,42517.9728,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 970M,3.21,70809.12,0,0,0,0,3840,2160,1,1,0,,1.0,,256.0,2.6,Intel,Nvidia,windows
Apple,Ultrabook,12.0,Intel Core M 1.1GHz,8,Intel HD Graphics 515,0.92,69264.0,0,1,0,1,2304,1440,0,0,1,256.0,,,,1.1,Intel,Intel,macos
Dell,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.06,25679.8944,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.31,63882.72,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.26,63882.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.49,58075.2,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.3,91294.7472,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i5 6200U 2.3GHz,8,AMD Radeon R5 M330,3.0,35111.52,0,0,0,0,1600,900,1,0,0,,0.0,,,2.3,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,4,Nvidia GeForce GTX 950M,2.3,52054.56,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.3,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,3.78,133146.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,28771.2,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.31,50083.2,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.3,Intel,Intel,windows
Lenovo,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.99,74538.72,0,1,1,0,2560,1440,0,1,0,,,,512.0,1.2,Intel,Intel,windows
Lenovo,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 980M,4.6,172627.19999999998,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,0.69,34433.2656,0,1,1,0,1920,1200,0,0,1,64.0,,,,1.44,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.3,109170.72,0,1,0,0,3840,2160,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.18,39960.0,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.54,54931.14719999999,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Workstation,15.6,Intel Core i7 6500U 2.5GHz,8,AMD FirePro W4190M,1.9,79653.59999999999,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,AMD,windows
Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.7,63882.72,1,0,0,0,1920,1080,0,1,0,,,,180.0,2.3,Intel,Intel,windows
HP,Notebook,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4,Intel HD Graphics 515,1.29,32767.2,0,0,0,0,3200,1800,0,0,1,32.0,,,,1.5,Intel,Intel,freedos/other
Acer,Notebook,15.6,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,2.4,20619.36,0,0,0,0,1366,768,1,0,0,,,500.0,,2.2,AMD,AMD,windows
Dell,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,Intel HD Graphics,2.2,20965.1472,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,linux
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,18434.3472,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,freedos/other
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,85194.72,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,1.4,43601.688,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
HP,Netbook,12.5,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.4,85194.72,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,2.4,42570.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,2.36,34035.264,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,AMD,windows
MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 965M,2.6,85194.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.96,26640.0,0,0,0,0,1366,768,1,0,0,,1.0,,,1.6,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,4.3,122490.72,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Dell,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,1.5,60480.792,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
Dell,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,1.5,62176.1616,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Acer,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,Intel HD Graphics,2.2,11135.52,0,0,0,0,1366,768,0,1,0,,,,16.0,1.5,Intel,Intel,freedos/other
HP,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8,AMD FirePro W6150M,3.0,154458.72,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.4,63882.72,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Dell,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.5,75289.968,0,0,0,0,1366,768,0,1,0,,,,256.0,2.3,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960M,2.9,80516.20319999999,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,46193.76,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,AMD Radeon R4,2.1,21205.44,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,AMD,AMD,windows
Asus,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960M,2.59,71341.92,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core M 6Y54 1.1GHz,8,Intel HD Graphics 515,1.16,90522.72,0,0,1,0,3200,1800,0,1,0,,,,256.0,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,AMD Radeon R5 M315,2.24,40980.312,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.1,22857.12,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.16,104908.32,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Intel,windows
Lenovo,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,0.69,29250.72,0,1,1,0,1920,1200,0,0,1,64.0,,,,1.44,Intel,Intel,freedos/other
