Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
Lenovo,Ultrabook,16,1.7,122491,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
MSI,Gaming,16,1.6,100752,0,1,157.3505121487356,Intel Core i7,256,1024,Nvidia,Windows
MSI,Gaming,8,2.2,58022,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Lenovo,Gaming,4,2.4,53227,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Acer,Gaming,16,4.2,122491,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Dell,Gaming,8,2.62,52481,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Asus,Gaming,8,2.24,71342,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Vero,Notebook,4,1.22,10811,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,104962,1,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,51096,1,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
Apple,Ultrabook,8,0.92,62071,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,124142,1,1,209.8006828649808,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,4,1.63,15931,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,1.95,43157,0,0,100.45466986113651,Intel Core i5,128,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,71875,1,1,158.48253022174808,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,8,2.0,39374,0,0,141.21199808219862,Intel Core i3,256,0,AMD,Windows
HP,Workstation,8,3.14,110018,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Asus,Notebook,8,2.37,58555,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Ultrabook,8,1.29,79867,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,8,2.06,93187,1,0,282.42399616439724,Intel Core i5,256,0,Nvidia,Windows
Dell,Netbook,4,1.63,39640,0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
HP,Netbook,8,1.26,74006,0,0,125.36742798669837,Intel Core i5,256,0,Intel,Windows
Toshiba,Notebook,4,2.1,41558,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
HP,Notebook,8,2.04,33513,0,0,100.45466986113651,AMD Processor,0,2048,AMD,Windows
Dell,Gaming,16,2.62,89457,0,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Notebook,4,2.4,32448,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
HP,Gaming,12,3.74,93187,0,1,127.33567457123111,Intel Core i7,0,1024,AMD,Windows
MSI,Gaming,16,2.9,128671,0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
Samsung,Ultrabook,8,0.81,79867,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,8,1.98,51202,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Dell,Notebook,8,2.18,42081,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
Lenovo,Ultrabook,8,1.32,99048,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Razer,Ultrabook,16,1.29,95851,1,1,352.4651472131677,Intel Core i7,512,0,Intel,Windows
HP,Netbook,4,1.23,20513,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Dell,Gaming,16,4.36,133467,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,1.76,40226,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,4,2.1,26102,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Toshiba,Ultrabook,4,1.25,58075,0,0,111.93520355955211,Intel Core i5,128,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,133147,0,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
MSI,Gaming,8,2.4,63883,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,99900,0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,1.75,26587,0,0,111.93520355955211,Other Intel Processor,128,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,72354,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,1.76,31169,0,0,111.93520355955211,Intel Core i3,0,500,Intel,Windows
Acer,Netbook,4,1.35,18914,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Acer,Notebook,8,1.5,32980,0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
Razer,Gaming,32,3.49,292987,1,0,254.67134914246222,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,111835,0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
Asus,Notebook,4,2.1,27652,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
Lenovo,Notebook,8,1.7,63190,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,8,1.32,87912,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,3.21,147832,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Asus,Gaming,16,2.9,128884,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Toshiba,Notebook,4,2.0,35644,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,4,1.5,17316,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Notebook,8,2.3,31435,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Windows
Asus,Gaming,16,2.73,95851,0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
Dell,Gaming,32,4.42,163724,0,1,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
HP,Notebook,8,2.63,48485,0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Windows
Dell,Notebook,8,2.18,38041,0,0,100.45466986113651,Intel Core i5,128,0,Intel,Windows
HP,Ultrabook,8,1.54,99634,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Dell,Notebook,4,2.18,39374,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
HP,2 in 1 Convertible,4,1.4,32767,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.45,54665,0,1,165.6321180513006,Intel Core i5,512,0,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,121319,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
HP,Ultrabook,8,1.54,78215,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
HP,Notebook,4,1.86,15931,0,0,100.45466986113651,Other Intel Processor,128,0,Intel,Others/No OS/Linux
Asus,Gaming,16,2.1,101179,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,2.83,46087,0,0,127.33567457123111,Intel Core i7,0,1024,AMD,Others/No OS/Linux
Lenovo,Ultrabook,8,1.96,101392,0,1,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Asus,Notebook,8,2.3,41931,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Notebook,8,1.9,50350,0,0,141.21199808219862,Intel Core i5,128,0,Intel,Windows
Asus,Notebook,4,2.0,23923,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
HP,2 in 1 Convertible,8,1.28,136344,1,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,8,1.62,34579,1,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,24988,0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,45323,0,1,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,8,1.84,71875,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
Toshiba,Notebook,4,1.05,68465,0,0,165.6321180513006,Intel Core i5,128,0,Intel,Windows
Lenovo,Gaming,8,2.5,54186,0,1,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
Dell,Ultrabook,16,1.29,119347,1,0,276.053530085501,Intel Core i7,512,0,Intel,Windows
HP,Notebook,4,2.07,48485,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Toshiba,Ultrabook,8,1.2,58342,0,0,117.82653006268643,Intel Core i5,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,103896,1,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Acer,Notebook,8,1.56,48059,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Workstation,8,2.23,94732,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,4,2.38,56210,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,4,2.2,25521,0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Others/No OS/Linux
Toshiba,Notebook,8,2.0,73953,0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,4,1.44,39161,0,1,165.6321180513006,Intel Core i3,180,0,Intel,Windows
Samsung,Ultrabook,16,1.23,98515,0,0,146.86047800548656,Intel Core i7,256,0,Nvidia,Windows
Dell,Ultrabook,8,1.6,90043,0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
Asus,Notebook,4,2.0,21258,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
Xiaomi,Ultrabook,8,1.28,49817,0,1,165.6321180513006,Intel Core i5,256,0,Nvidia,Windows
Dell,Notebook,4,2.18,48618,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,4,2.04,44702,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,90576,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
HP,2 in 1 Convertible,4,2.3,36486,1,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Asus,Notebook,4,1.65,18541,0,0,111.1413368676404,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,35644,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Dell,Notebook,4,2.2,19660,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
HP,2 in 1 Convertible,4,1.28,95851,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.18,24280,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Others/No OS/Linux
Asus,Gaming,12,2.2,72988,0,0,127.33567457123111,Intel Core i5,128,1024,Nvidia,Windows
Acer,Netbook,4,1.25,15824,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,2.8,20193,0,0,106.11306214269258,AMD Processor,0,500,AMD,Windows
HP,Notebook,4,1.95,67399,0,0,157.3505121487356,Intel Core i5,128,0,Intel,Windows
HP,2 in 1 Convertible,16,1.42,74539,1,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
Samsung,Ultrabook,8,1.17,90523,0,0,146.86047800548656,Intel Core i7,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.32,95851,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
MSI,Gaming,16,2.43,141139,0,1,254.67134914246222,Intel Core i7,512,2048,Nvidia,Windows
Toshiba,Notebook,8,1.05,78588,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,8,2.62,49497,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,47952,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Dell,Notebook,4,2.18,32714,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
Dell,Notebook,8,1.9,49817,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,107258,1,0,276.053530085501,Intel Core i7,512,0,Intel,Windows
Asus,Gaming,32,3.58,68145,0,1,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,87859,1,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,109171,0,1,157.3505121487356,Intel Core i7,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,104588,0,1,141.21199808219862,Intel Core i5,512,0,Intel,Windows
LG,Ultrabook,16,1.08,111835,1,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
HP,Netbook,8,1.26,79014,0,0,176.23257360658386,Intel Core i7,512,0,Intel,Windows
Acer,Notebook,4,2.2,19128,0,1,141.21199808219862,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.6,42038,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
LG,Ultrabook,8,0.98,101179,1,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Dell,Notebook,8,1.6,64202,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Ultrabook,8,1.09,165168,1,0,352.4651472131677,Other Intel Processor,240,0,Intel,Windows
Lenovo,Notebook,6,2.2,42038,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Notebook,8,2.04,54292,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Acer,Notebook,4,2.4,26587,0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
Lenovo,Notebook,4,1.44,46940,0,0,165.6321180513006,Intel Core i5,128,0,Intel,Windows
HP,Notebook,8,1.49,51149,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
MSI,Gaming,16,2.7,85195,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Dell,Gaming,16,2.6,71875,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
MSI,Gaming,8,2.2,59669,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Dell,Notebook,4,2.18,36496,0,0,100.45466986113651,Intel Core i5,0,1024,AMD,Windows
HP,Ultrabook,8,1.84,69104,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
HP,Ultrabook,8,1.39,61219,1,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
Toshiba,Notebook,16,2.4,105228,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,97236,1,1,165.6321180513006,Intel Core i5,512,0,Intel,Windows
Dell,Notebook,4,1.95,38889,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Ultrabook,8,1.36,87912,0,1,176.23257360658386,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,2.31,62071,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.18,37725,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,4,1.95,61219,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,4,2.2,16464,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
HP,Ultrabook,4,1.26,84129,0,0,176.23257360658386,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,1.86,15393,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.3,95851,1,1,276.053530085501,Intel Core i7,1024,0,Intel,Windows
Toshiba,Notebook,4,1.47,58874,0,1,157.3505121487356,Intel Core i5,128,0,Intel,Windows
HP,Netbook,8,1.26,88924,0,0,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.18,29762,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
MSI,Gaming,8,2.2,63883,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Ultrabook,8,1.36,87326,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,4.36,146946,0,0,169.78089942830815,Intel Core i7,512,1024,Nvidia,Windows
HP,Gaming,8,2.75,74539,0,1,127.33567457123111,Intel Core i5,128,1024,Nvidia,Windows
Asus,Notebook,4,2.8,28238,0,0,106.11306214269258,Other Intel Processor,0,1024,Nvidia,Windows
Acer,Notebook,4,2.23,32980,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Toshiba,Notebook,8,2.2,59620,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,69211,1,1,194.94753717542463,Other Intel Processor,256,0,Intel,Windows
Lenovo,Gaming,16,2.5,53227,0,1,141.21199808219862,AMD Processor,512,1024,AMD,Windows
Dell,Ultrabook,8,1.36,78439,1,0,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,8,2.2,36497,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.36,35112,0,0,106.11306214269258,Intel Core i3,0,1024,AMD,Windows
Acer,Notebook,4,1.68,18595,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Workstation,8,2.0,119827,0,1,141.21199808219862,Intel Core i7,8,0,Nvidia,Windows
Dell,Ultrabook,8,1.36,94572,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Toshiba,Notebook,8,1.2,77789,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,61752,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,8,1.7,79333,0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Dell,Gaming,16,4.36,168045,0,1,254.67134914246222,Intel Core i7,512,1024,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,101179,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
HP,2 in 1 Convertible,4,1.45,41292,1,0,135.0942111925629,Other Intel Processor,256,0,Intel,Windows
Dell,Ultrabook,8,1.3,67559,0,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,20726,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,1.2,81785,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,93773,0,1,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,12,2.4,53760,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,95371,1,0,176.23257360658386,Intel Core i7,512,0,Intel,Windows
HP,Notebook,8,2.04,45102,0,0,100.45466986113651,Intel Core i5,0,1024,Nvidia,Windows
Dell,Notebook,4,2.25,24808,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Others/No OS/Linux
Dell,Notebook,4,1.9,43956,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,2.04,36497,0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
Dell,Gaming,32,4.42,167779,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,6,2.4,37030,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,101179,1,0,276.053530085501,Intel Core i7,512,0,Intel,Windows
Dell,Ultrabook,8,1.5,104588,1,0,209.8006828649808,Intel Core i7,256,0,Intel,Windows
Dell,Gaming,32,4.42,149184,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Toshiba,Notebook,8,1.95,62870,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Asus,Gaming,16,2.73,109219,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
HP,Notebook,8,2.04,52161,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Lenovo,Notebook,4,1.7,53387,0,0,111.93520355955211,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,95851,1,0,282.42399616439724,Intel Core i7,512,2048,Nvidia,Windows
HP,Notebook,6,2.04,30849,0,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
Asus,Gaming,16,2.99,93187,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,69211,1,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Toshiba,Notebook,4,1.2,63670,0,0,165.6321180513006,Intel Core i5,128,0,Intel,Windows
Lenovo,Notebook,6,2.2,29251,0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
Fujitsu,Notebook,4,2.3,34579,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
Toshiba,Notebook,4,1.75,48751,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
Dell,Notebook,4,2.25,31915,0,0,100.45466986113651,Intel Core i5,0,500,AMD,Windows
HP,Notebook,8,2.04,42944,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,Gaming,8,2.5,63350,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,2.36,39907,0,0,100.45466986113651,Intel Core i7,0,1024,AMD,Windows
Dell,Notebook,8,1.6,59620,0,0,157.3505121487356,Intel Core i5,128,0,Intel,Windows
HP,Netbook,8,0.97,101658,0,0,176.23257360658386,Other Intel Processor,512,0,Intel,Windows
HP,Notebook,4,2.1,26587,0,0,141.21199808219862,Intel Core i3,128,1024,AMD,Windows
Lenovo,Notebook,4,1.9,14419,0,0,100.45466986113651,Other Intel Processor,128,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,71875,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,47366,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,8,1.4,61272,0,0,276.053530085501,Intel Core i5,256,0,Intel,Windows
HP,Ultrabook,8,1.11,71875,1,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Acer,Notebook,4,2.4,20246,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Asus,Gaming,16,2.5,95851,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
HP,Ultrabook,8,1.48,111302,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Acer,Gaming,8,2.7,67133,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,8,1.34,63350,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.18,29144,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
HP,Notebook,4,1.64,41505,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
Toshiba,Notebook,4,1.2,63670,0,0,165.6321180513006,Intel Core i5,128,0,Intel,Windows
HP,Notebook,4,1.48,58607,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.95,64202,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Ultrabook,8,1.43,77203,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,1.64,55905,0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
HP,Notebook,4,1.64,36444,0,0,111.93520355955211,Intel Core i3,0,500,Intel,Windows
Dell,Gaming,8,2.65,50563,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,81998,0,0,176.23257360658386,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,1.48,84715,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Ultrabook,8,1.54,100551,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
HP,Notebook,4,1.49,42624,0,0,117.82653006268643,Intel Core i3,0,500,Intel,Windows
Toshiba,Notebook,8,1.5,64469,0,0,117.82653006268643,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,2.04,41025,0,0,100.45466986113651,Intel Core i3,256,0,Intel,Windows
Lenovo,Notebook,16,2.4,158135,0,1,254.67134914246222,Intel Core i7,512,0,Nvidia,Windows
Toshiba,Notebook,8,1.47,79387,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,1.43,118761,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,42410,1,1,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
Toshiba,Ultrabook,8,1.2,84715,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,1.11,61219,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,1.64,63160,0,0,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Dell,Notebook,8,2.09,55754,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
HP,Ultrabook,4,1.26,83064,0,0,125.36742798669837,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,2.31,63350,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,1.95,56477,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
Dell,Ultrabook,8,1.29,86527,1,0,276.053530085501,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,2.63,57542,0,0,127.33567457123111,Intel Core i5,256,0,Nvidia,Windows
HP,Notebook,4,1.64,51841,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,6,2.1,21792,0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
MSI,Gaming,8,2.7,63499,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,8,1.95,63670,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,1.84,65481,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
HP,Ultrabook,8,1.26,71875,0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
HP,Notebook,4,2.04,39534,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Toshiba,Ultrabook,8,1.47,91908,0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,8,2.09,56634,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,1.64,53840,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.8,45128,1,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Vero,Notebook,2,1.45,11231,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Toshiba,Notebook,16,2.4,75924,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Notebook,8,2.3,55923,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.54,53280,0,0,157.3505121487356,Intel Core i5,0,500,Intel,Windows
HP,Notebook,8,1.84,112066,0,0,141.21199808219862,Intel Core i5,256,500,Intel,Windows
HP,Notebook,8,1.43,78268,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
MSI,Gaming,16,3.78,82352,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
