Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.14,28768,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,1.75,64755,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.0,101178,0,1,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Chuwi,Notebook,12.3,Intel Celeron Quad Core N3450 1.1GHz,6,Intel HD Graphics 500,1.4,23922,0,1,0,1,2736,1824,0,0,1,64.0,,,,1.1,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 630,2.31,76030,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 940MX,2.3,31808,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.4,Intel,Nvidia,linux
Dell,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,4.42,149130,0,1,0,0,2560,1440,1,1,0,,1.0,,256.0,2.9,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.62,61751,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.02,60867,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,windows
Dell,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics 620,1.6,58554,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,linux
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1070,3.35,106506,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Mediacom,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.16,15930,1,1,1,0,1920,1080,0,1,0,,,,32.0,1.1,Intel,Intel,windows
Samsung,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.15,14332,0,0,0,0,1366,768,0,0,1,16.0,,,,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.4,53812,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,1.7,31914,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.7,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16,Nvidia GeForce 940MX,2.3,130269,0,1,0,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,16,Nvidia Quadro M2200M,2.5,130482,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.9,Intel,Nvidia,windows
Asus,Gaming,17.3,AMD Ryzen 1600 3.2GHz,8,AMD Radeon RX 580,3.2,90309,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,3.2,AMD,AMD,windows
HP,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,2.1,18488,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Google,Ultrabook,12.3,Intel Core i7 7Y75 1.3GHz,16,Intel HD Graphics 615,1.1,117162,0,0,1,0,2400,1600,0,1,0,,,,512.0,1.3,Intel,Intel,freedos/other
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,24,Intel HD Graphics 620,1.32,126912,0,0,0,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.0,29783,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,linux
Lenovo,Notebook,17.3,AMD A6-Series 9220 2.5GHz,8,AMD Radeon R4,2.8,27652,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,AMD,AMD,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,2.2,39906,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.36,76137,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,18594,1,0,0,0,1920,1080,0,1,0,,,,128.0,1.1,Intel,Intel,windows
HP,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.2,58554,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8,Nvidia GeForce 930MX,1.64,62817,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.4,23539,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,linux
Dell,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,8,Nvidia Quadro M620,2.23,106187,1,0,0,0,1920,1080,1,0,1,64.0,1.0,,,3.0,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,54757,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Microsoft,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,16,Intel Iris Plus Graphics 640,1.25,137941,0,0,1,0,2256,1504,0,1,0,,,,512.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.91,31381,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M620,2.17,105228,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
HP,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 620,2.31,81731,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.9,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.65,71661,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.36,52161,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
Dell,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.47,25521,0,0,1,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i7 7700HQ 2.7GHz,8,Nvidia GeForce GTX 1060,4.42,109010,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Microsoft,Ultrabook,13.5,Intel Core M m3-7Y30 2.2GHz,4,Intel HD Graphics 615,1.252,52693,0,0,1,0,2256,1504,0,1,0,,,,128.0,2.2,Intel,Intel,windows
Microsoft,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,8,Intel Iris Plus Graphics 640,1.25,95850,0,0,1,0,2256,1504,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.5,34093,0,0,0,0,1600,900,0,1,0,,,,256.0,2.0,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Nvidia GeForce 940MX,2.23,28984,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,Nvidia,windows
Acer,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.4,23176,0,0,0,0,1366,768,0,1,0,,,,128.0,1.6,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.37,39906,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M460,1.5,42570,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,AMD,freedos/other
Lenovo,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8,Nvidia Quadro M2200M,2.67,111355,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 500,2.0,16197,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Nvidia GeForce GTX 940MX,2.2,24988,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.02,40439,1,0,0,0,1920,1080,1,0,0,,2.0,,,1.6,Intel,AMD,windows
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1060,3.78,90522,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12,Intel HD Graphics 520,1.4,98994,0,1,0,0,2560,1440,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.29,106506,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.8,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD FirePro W4190M ,1.9,61485,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,AMD,windows
Google,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8,Intel HD Graphics 615,1.1,67932,0,0,1,0,2400,1600,0,1,0,,,,128.0,1.2,Intel,Intel,freedos/other
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.42,98133,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,12,Intel HD Graphics 530,2.06,69210,0,1,0,0,3840,2160,1,1,0,,1.0,,128.0,2.6,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i3 6100U 2.3GHz,8,Intel HD Graphics 520,1.79,39427,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,1.78,128298,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.7,72673,1,0,0,0,1920,1080,0,1,0,,,,180.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.2,35964,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,AMD,windows
Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.05,89084,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 940MX,2.16,67239,1,1,0,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.18,31254,0,0,0,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,38681,1,1,0,0,1920,1080,0,1,0,,,,128.0,1.6,Intel,Intel,windows
Chuwi,Notebook,15.6,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,1.89,13261,1,0,0,0,1920,1080,0,0,1,64.0,,,,1.44,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,2.3,30103,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.75,55890,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M620,2.17,124568,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,101178,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.36,95797,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,0.91,103896,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.3,53918,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Toshiba,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,32,Intel HD Graphics 620,1.05,149130,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,1.99,71928,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,AMD A10-Series 9620P 2.5GHz,8,AMD Radeon RX 540,2.2,30849,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,AMD,AMD,windows
Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,24,Nvidia GeForce GTX 965M,4.33,67612,1,1,1,0,1920,1080,1,1,0,,1.0,,256.0,2.6,Intel,Nvidia,windows
Lenovo,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.3,58554,0,1,0,0,1366,768,0,1,0,,,,180.0,2.3,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.17,47893,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics 620,1.48,93186,1,0,0,0,1920,1080,0,1,0,,,,,2.8,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Core i3 7100U 2.4GHz,8,Intel HD Graphics 620,1.4,50562,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.3,48538,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.2,18115,0,0,0,0,1366,768,0,0,1,64.0,,,,1.1,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon 520,1.91,32979,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,AMD,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.4,85194,1,1,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.1,15930,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Lenovo,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.25,14119,0,0,0,0,1366,768,0,1,0,,,,16.0,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.44,50562,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,65214,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.7,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Nvidia GeForce MX150,2.2,32660,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Nvidia,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.34,70489,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.4,61218,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,freedos/other
Dell,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.29,47898,1,1,1,0,1920,1080,0,1,0,,,,128.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,Nvidia GeForce 940MX,2.2,34045,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.18,44542,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.2,64961,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,windows
Xiaomi,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,1.95,74589,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,freedos/other
Asus,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,1.1,13053,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,2.04,27783,0,0,1,0,1366,768,1,0,0,,1.0,,,1.6,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,24,Nvidia GeForce GTX1080,2.24,158135,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,2.04,47365,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX1050 Ti,3.0,80133,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,3.2,74538,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.32,74538,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.64,68184,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.63,36709,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.8,47365,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,AMD,linux
Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,2.02,71395,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,Nvidia GeForce 920MX,2.2,42570,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Nvidia GeForce 920MX ,2.2,24455,0,0,0,0,1366,768,1,0,0,,2.0,,,2.0,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,2.3,31168,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i5 7440HQ 2.8GHz,8,Intel HD Graphics 620,1.9,73366,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.42,160520,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,45820,1,1,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce GTX 960M,2.0,69210,0,1,0,0,3840,2160,1,1,0,,1.0,,256.0,2.7,Intel,Nvidia,windows
Mediacom,Notebook,13.3,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.2,19660,1,1,0,0,1920,1080,0,1,0,,,,32.0,1.1,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,2.3,87858,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7600U 2.8GHz,8,Nvidia GeForce 930MX,1.93,72940,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.2,42486,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.86,21258,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1060,2.62,95850,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.87,45767,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.2,74538,0,0,1,0,3200,1800,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.6,39207,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.0,Intel,Intel,windows
HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.34,61005,0,1,0,0,3200,1800,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,42517,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,linux
Asus,Notebook,15.6,AMD E-Series 7110 1.8GHz,4,AMD Radeon R2 Graphics,2.0,18594,0,0,0,0,1366,768,1,0,0,,,500.0,,1.8,AMD,AMD,windows
HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.1,37589,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.87,41824,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.15,24634,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.3,Intel,Intel,freedos/other
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,21152,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.99,92121,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,26586,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.0,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.9,59513,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.42,143802,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.65,28992,0,0,0,0,1600,900,1,0,0,,1.0,,,2.0,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,2.63,68198,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,11934,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,linux
Mediacom,Notebook,13.3,Intel Atom x5-Z8350 1.44GHz,4,Intel HD Graphics,1.35,13586,1,1,0,0,1920,1080,0,0,1,32.0,,,,1.44,Intel,Intel,windows
